Prompt_ID,Day,Time,ChatGPT_Model,Problem_ID,Problem_Type,Difficulty,Language,Runtime (ms),Memory_Usage (mb),Iteration,Success,Percentile runtime,Percentile memory,Acceptance rate,GitHub_ID,wifi
2,2023-04-21,14.20,GPT4,341. Flatten Nested List Iterator,Queue,Medium,C++,14,14.4,1,Yes,76.24%,25.14%,61.9%,341,
2,2023-04-21,14.27,GPT4,649. Dota2 Senate,Queue,Medium,C++,8,8.1,1,Yes,72.73%,38.73%,40.5%,649,
2,2023-04-21,14.31,GPT4,918. Maximum Sum Circular Subarray,Queue,Medium,C++,65,40,1,Yes,72%,37.16%,43.0%,918,
2,2023-04-21,14.37,GPT4,862. Shortest Subarray with Sum at Least K,Queue,Hard,C++,278,104.6,1,Yes,32.62%,96.54%,26.0%,862,
2,2023-04-21,14.44,GPT4,1425. Constrained Subsequence Sum,Queue,Hard,C++,285,122.2,1,Yes,79.37%,49.60%,47.6%,1425,
2,2023-04-21,14.49,GPT4,936. Stamping The Sequence,Queue,Hard,C++,-,-,1,No,-,-,62.8%,936,
2,2023-04-21,14.53,GPT4,936. Stamping The Sequence,Queue,Hard,C++,17,7.5,2,Yes,51.43%,68.57%,62.8%,936,
,,,,,,,,,,,,,,,,
1,2023-06-19,11.33,GPT4,1. Two Sum,Array,Easy,Java,2,43.9,1,Yes,81.1%,23.75%,50.0%,1,
1,2023-06-19,11.37,GPT4,26. Remove Duplicates from Sorted Array,Array,Easy,Java,1,44.4,1,Yes,99.59%,19.96%,52.1%,26,
1,2023-06-19,11.40,GPT4,88. Merge Sorted Array,Array,Easy,Java,0,41.1,1,Yes,100.0%,98.56%,47.1%,88,
1,2023-06-26,09.23,GPT4,705. Design HashSet,Array,Easy,Java,17,48.5,1,Yes,72.26%,78.47%,67.3%,705,
1,2023-06-19,11.44,GPT4,34. Find First and Last Position of Element in Sorted Array,Array,Medium,Java,0,44.4,1,Yes,100.0%,88.36%,42.1%,34,
1,2023-06-19,11.49,GPT4,128. Longest Consecutive Sequence,Array,Medium,Java,34,56.3,1,Yes,65.83%,84.19%,48.1%,128,
1,2023-06-19,11.52,GPT4,204. Count Primes,Array,Medium,Java,128,48.2,1,Yes,64.18%,31.48%,33.2%,204,
1,2023-06-26,09.34,GPT4,18. 4Sum,Array,Medium,Java,-,-,1,No,-,-,35.8%,18,
1,2023-06-26,09.38,GPT4,"18. 4Sum",Array,Medium,Java,21,43.7,2,Yes,73.79%,68.19%,35.8%,18,
1,2023-06-19,11.56,GPT4,4. Median of Two Sorted Arrays,Array,Hard,Java,2,44.6,1,Yes,100.0%,46.63%,36.7%,4,
1,2023-06-19,12.01,GPT4,140. Word Break II,Array,Hard,Java,6,41.2,1,Yes,8.97%,35.75%,45.6%,140,
1,2023-06-19,12.06,GPT4,336. Palindrome Pairs,Array,Hard,Java,2426,57.0,1,Yes,5.43%,30.0%,35.0%,336,
1,2023-06-26,09.50,GPT4,"927. Three Equal Parts",Array,Hard,Java,-,-,1,No,-,-,39.6%,927,
1,2023-06-26,09.55,GPT4,"927. Three Equal Parts",Array,Hard,Java,-,-,2,No,-,-,39.6%,927,
1,2023-06-26,09.57,GPT4,"927. Three Equal Parts",Array,Hard,Java,-,-,3,No,-,-,39.6%,927,
,,,,,,,,,,,,,,,,
1,2023-06-19,12.31,GPT4,28. Find the Index of the First Occurrence in a String,String,Easy,Java,0,40.6,1,Yes,100.0%,72.17%,39.6%,28,
1,2023-06-19,12.35,GPT4,58. Length of Last Word,String,Easy,Java,3,41.1,1,Yes,9.0%,19.42%,44.0%,58,
1,2023-06-19,12.39,GPT4,125. Valid Palindrome,String,Easy,Java,4,43.7,1,Yes,70.19%,46.14%,44.8%,125,
1,2023-06-26,10.09,GPT4,657. Robot Return to Origin,String,Easy,Java,5,43.8,1,Yes,96.22%,14.52%,75.4%,657,
1,2023-06-19,12.42,GPT4,3. Longest Substring Without Repeating Characters,String,Medium,Java,8,43.9,1,Yes,54.12%,29.65%,33.8%,3,
1,2023-06-19,12.46,GPT4,151. Reverse Words in a String,String,Medium,Java,8,42.2,1,Yes,62.22%,87.38%,33.9%,151,
1,2023-06-19,12.53,GPT4,43. Multiply Strings,String,Medium,Java,6,40.9,1,Yes,52.53%,99.42%,39.3%,43,
1,2023-06-26,10.16,GPT4,"721. Accounts Merge",String,Medium,Java,43,48.8,1,Yes,39.19%,26.15%,56.4%,721,
1,2023-06-19,12.58,GPT4,301. Remove Invalid Parentheses,String,Hard,Java,104,41.6,1,Yes,48.37%,84.5%,47.2%,301,
1,2023-06-19,13.01,GPT4,10. Regular Expression Matching,String,Hard,Java,3,41.5,1,Yes,66.57%,47.7%,28.0%,10,
1,2023-06-19,13.04,GPT4,214. Shortest Palindrome,String,Hard,Java,6,41.7,1,Yes,88.14%,95.53%,32.4%,214,
1,2023-06-26,10.22,GPT4,"691. Stickers to Spell Word",String,Hard,Java,-,-,1,No,-,-,46.3%,691,
1,2023-06-26,10.28,GPT4,"691. Stickers to Spell Word",String,Hard,Java,19,44.0,2,Yes,77.47%,62.64%,46.3%,691,
,,,,,,,,,,,,,,,,
1,2023-06-19,13.08,GPT4,217. Contains Duplicate,Sorting,Easy,Java,8,56.1,1,Yes,99.40%,46.91%,61.3%,217,
1,2023-06-19,13.13,GPT4,169. Majority Element,Sorting,Easy,Java,2,48.7,1,Yes,66.63%,27.24%,63.9%,169,
1,2023-06-19,13.16,GPT4,389. Find the Difference,Sorting,Easy,Java,1,41.0,1,Yes,99.97%,46.62%,59.6%,389,
1,2023-06-26,12.28,GPT4,349. Intersection of Two Arrays,Sorting,Easy,Java,2,43.9,1,Yes,95.53%,15.94%,71.2%,349,
1,2023-06-19,13.20,GPT4,75. Sort Colors,Sorting,Medium,Java,0,41.2,1,Yes,100.0%,57.2%,59.2%,75,
1,2023-06-19,13.23,GPT4,179. Largest Number,Sorting,Medium,Java,5,43.6,1,Yes,95.89%,11.30%,34.8%,179,
1,2023-06-19,13.27,GPT4,611. Valid Triangle Number,Sorting,Medium,Java,29,43.3,1,Yes,95.66%,27.67%,50.6%,611,
1,2023-06-26,12.38,GPT4,56. Merge Intervals,Sorting,Medium,Java,9,44.9,1,Yes,81.79%,99.85%,46.3%,56,
1,2023-06-19,13.29,GPT4,164. Maximum Gap,Sorting,Hard,Java,12,58.0,1,Yes,87.90%,43.24%,43.7%,164,
1,2023-06-19,13.33,GPT4,899. Orderly Queue,Sorting,Hard,Java,3,43.8,1,Yes,90.41%,21.92%,66.1%,899,
1,2023-06-19,13.37,GPT4,220. Contains Duplicate III,Sorting,Hard,Java,45,55.7,1,Yes,80.68%,42.43%,22.2%,220,
1,2023-06-26,12.42,GPT4,719. Find K-th Smallest Pair Distance,Sorting,Hard,Java,7,44.0,1,Yes,78.72%,39.36%,36.9%,719,
,,,,,,,,,,,,,,,,
1,2023-06-19,14.55,GPT4,9. Palindrome Number,Math,Easy,Java,9,42.8,1,Yes,99.38%,49.13%,53.9%,9,
1,2023-06-19,15.01,GPT4,66. Plus One,Math,Easy,Java,0,41.0,1,Yes,100.0%,80.46%,43.8%,66,
1,2023-06-19,15.04,GPT4,69. Sqrt(x),Math,Easy,Java,1,39.5,1,Yes,100.0%,96.81%,37.6%,69,
1,2023-06-26,12.54,GPT4,67. Add Binary,Math,Easy,Java,1,41.2,1,Yes,100.0%,90.63%,52.5%,67,
1,2023-06-19,15.07,GPT4,7. Reverse Integer,Math,Medium,Java,1,39.7,1,Yes,100.0%,80.3%,27.6%,7,
1,2023-06-19,15.10,GPT4,189. Rotate Array,Math,Medium,Java,0,56.5,1,Yes,100.0%,49.27%,39.6%,189,
1,2023-06-19,15.13,GPT4,792. Number of Matching Subsequences,Math,Medium,Java,-,-,1,No,-,-,51.5%,792,
1,2023-06-19,15.15,GPT4,"792. Number of Matching Subsequences",Math,Medium,Java,,,2,,,,51.5%,,
1,2023-06-26,12.58,GPT4,241. Different Ways to Add Parentheses,Math,Medium,Java,2,41.7,1,Yes,83.86%,69.71%,64.2%,241,
1,2023-06-19,15.23,GPT4,"60. Permutation Sequence",Math,Hard,Java,1,39.9,1,Yes,99.22%,92.26%,44.8%,60,
1,2023-06-19,15.28,GPT4,224. Basic Calculator,Math,Hard,Java,9,44.2,1,Yes,77.6%,36.21%,42.5%,224,
1,2023-06-19,15.33,GPT4,273. Integer to English Words,Math,Hard,Java,8,41.3,1,Yes,66.78%,70.87%,30.1%,273,
1,2023-06-26,13.01,GPT4,233. Number of Digit One,Math,Hard,Java,0,39.4,1,Yes,100.0%,63.24%,34.0%,233,
,,,,,,,,,,,,,,,,
1,2023-06-19,15.38,GPT4,202. Happy Number,Hash Table,Easy,Java,2,39.6,1,Yes,16.84%,82.83%,55.0%,202,
1,2023-06-19,15.41,GPT4,"205. Isomorphic Strings",Hash Table,Easy,Java,11,41.4,1,Yes,58.93%,92.66%,43.1%,205,
1,2023-06-19,15.44,GPT4,"242. Valid Anagram",Hash Table,Easy,Java,5,42.0,1,Yes,61.20%,91.30%,63.1%,242,
1,2023-06-26,13.20,GPT4,290. Word Pattern,Hash Table,Easy,Java,0,40.7,1,Yes,100.0%,47.62%,41.6%,290,
1,2023-06-19,15.47,GPT4,"12. Integer to Roman",Hash Table,Medium,Java,14,43.9,1,Yes,26.21%,17.72%,62.4%,12,
1,2023-06-19,15.50,GPT4,49. Group Anagrams,Hash Table,Medium,Java,7,47.0,1,Yes,79.51%,39.53%,66.8%,49,
1,2023-06-19,15.53,GPT4,139. Word Break,Hash Table,Medium,Java,8,43.4,1,Yes,51.72%,33.18%,45.7%,139,
1,2023-06-26,13.23,GPT4,438. Find All Anagrams in a String,Hash Table,Medium,Java,11,43.5,1,Yes,74.91%,93.41%,50.3%,438,
1,2023-06-19,15.56,GPT4,41. First Missing Positive,Hash Table,Hard,Java,1,59.6,1,Yes,100.0%,13.95%,36.9%,41,
1,2023-06-19,15.59,GPT4,632. Smallest Range Covering Elements from K Lists,Hash Table,Hard,Java,31,50.7,1,Yes,87.24%,18.68%,61.3%,632,
1,2023-06-19,16.03,GPT4,"815. Bus Routes",Hash Table,Hard,Java,-,-,1,No,-,-,45.6%,815,
1,2023-06-19,16.05,GPT4,"815. Bus Routes",Hash Table,Hard,Java,597,73.5,2,Yes,18.75%,47.16%,45.6%,815,
1,2023-06-26,13.25,GPT4,745. Prefix and Suffix Search,Hash Table,Hard,Java,338,149.7,1,Yes,65.85%,17.7%,41.1%,745,
,,,,,,,,,,,,,,,,
1,2023-06-19,16.09,GPT4,35. Search Insert Position,Binary Search,Easy,Java,0,43.3,1,Yes,100.0%,34.52%,43.8%,35,
1,2023-06-19,16.12,GPT4,268. Missing Number,Binary Search,Easy,Java,0,43.8,1,Yes,100.0%,51.57%,63.0%,268,
1,2023-06-19,16.15,GPT4,278. First Bad Version,Binary Search,Easy,Java,16,39.9,1,Yes,96.70%,5.83%,43.5%,278,
1,2023-06-26,15.34,GPT4,367. Valid Perfect Square,Binary Search,Easy,Java,0,38.9,1,Yes,100.0%,99.1%,43.4%,367,
1,2023-06-19,16.19,GPT4,162. Find Peak Element,Binary Search,Medium,Java,0,41.8,1,Yes,100.0%,46.24%,45.9%,162,
1,2023-06-19,18.15,GPT4,456. 132 Pattern,Binary Search,Medium,Java,19,63.8,1,Yes,81.33%,14.36%,32.4%,456,
1,2023-06-19,18.19,GPT4,540. Single Element in a Sorted Array,Binary Search,Medium,Java,0,50.6,1,Yes,100.0%,8.89%,59.1%,540,
1,2023-06-26,15.40,GPT4,209. Minimum Size Subarray Sum,Binary Search,Medium,Java,1,55.9,1,Yes,100.0%,26.62%,45.2%,209,
1,2023-06-19,18.23,GPT4,154. Find Minimum in Rotated Sorted Array II,Binary Search,Hard,Java,0,42.9,1,Yes,100.0%,52.89%,43.5%,154,
1,2023-06-19,18.26,GPT4,315. Count of Smaller Numbers After Self,Binary Search,Hard,Java,90,57.5,1,Yes,73.55%,88.3%,42.5%,315,
1,2023-06-19,18.29,GPT4,354. Russian Doll Envelopes,Binary Search,Hard,Java,55,98.8,1,Yes,85.99%,12.92%,37.7%,354,
1,2023-06-26,14.46,GPT4,"352. Data Stream as Disjoint Intervals",Binary Search,Hard,Java,26,43.5,1,Yes,12.46%,61.59%,59.8%,352,
,,,,,,,,,,,,,,,,
1,2023-06-20,08.51,GPT4,70. Climbing Stairs,Dynamic Programming,Easy,Java,0,39.8,1,Yes,100.0%,17.84%,52.2%,70,
1,2023-06-20,08.55,GPT4,338. Counting Bits,Dynamic Programming,Easy,Java,1,46.6,1,Yes,99.67%,74.93%,75.9%,338,
1,2023-06-20,08.59,GPT4,392. Is Subsequence,Dynamic Programming,Easy,Java,2,40.6,1,Yes,59.79%,73.29%,47.4%,392,
1,2023-06-26,15.54,GPT4,1025. Divisor Game,Dynamic Programming,Easy,Java,0,38.8,1,Yes,100.0%,98.64%,67.7%,1025,
1,2023-06-20,09.02,GPT4,22. Generate Parentheses,Dynamic Programming,Medium,Java,1,43.8,1,Yes,95.9%,17.29%,72.8%,22,
1,2023-06-20,09.07,GPT4,53. Maximum Subarray,Dynamic Programming,Medium,Java,1,60.5,1,Yes,100.0%,5.45%,50.2%,53,
1,2023-06-20,09.12,GPT4,91. Decode Ways,Dynamic Programming,Medium,Java,2,40.8,1,Yes,28.61%,69.69%,32.9%,91,
1,2023-06-26,16.04,GPT4,"213. House Robber II",Dynamic Programming,Medium,Java,0,39.5,1,Yes,100.0%,99.8%,41.2%,213,
1,2023-06-20,09.14,GPT4,32. Longest Valid Parentheses,Dynamic Programming,Hard,Java,6,42.0,1,Yes,59.89%,79.86%,32.9%,32,
1,2023-06-20,09.19,GPT4,44. Wildcard Matching,Dynamic Programming,Hard,Java,39,45.0,1,Yes,38.70%,33.70%,27.0%,44,
1,2023-06-20,09.23,GPT4,72. Edit Distance,Dynamic Programming,Hard,Java,6,44.0,1,Yes,69.55%,19.36%,54.8%,72,
1,2023-06-26,16.08,GPT4,818. Race Car,Dynamic Programming,Hard,Java,243,69.6,1,Yes,26.3%,32.96%,43.4,818,
,,,,,,,,,,,,,,,,
1,2023-06-20,09.25,GPT4,455. Assign Cookies,Greedy,Easy,Java,8,44.8,1,Yes,"99.68%",14.13%,49.8%,455,
1,2023-06-20,09.27,GPT4,561. Array Partition,Greedy,Easy,Java,13,45.1,1,Yes,94.62%,43.85%,77.4%,561,
1,2023-06-20,09.30,GPT4,605. Can Place Flowers,Greedy,Easy,Java,1,44.5,1,Yes,99.35%,27.88%,32.0%,605,
1,2023-06-26,16.20,GPT4,942. DI String Match,Greedy,Easy,Java,2,45.1,1,Yes,97.8%,57.47%,77.6%,942,
1,2023-06-20,09.33,GPT4,122. Best Time to Buy and Sell Stock II,Greedy,Medium,Java,1,44.2,1,Yes,94.68%,58.0%,64.2%,122,
1,2023-06-20,09.35,GPT4,134. Gas Station,Greedy,Medium,Java,3,55.5,1,Yes,41.28%,64.76%,46.1%,134,
1,2023-06-20,09.38,GPT4,45. Jump Game II,Greedy,Medium,Java,1,44.9,1,Yes,99.38%,18.25%,40.0%,45,
1,2023-06-26,16.26,GPT4,"397. Integer Replacement",Greedy,Medium,Java,19,39.0,1,Yes,15.0%%,97.69%,35.2%,397,
1,2023-06-20,09.41,GPT4,"135. Candy",Greedy,Hard,Java,3,43.8,1,Yes,73.85%,51.9%,41.2%,135,
1,2023-06-20,09.44,GPT4,321. Create Maximum Number,Greedy,Hard,Java,10,43.8,1,Yes,"68.63%",53.59%,29.2%,321,
1,2023-06-20,09.49,GPT4,420. Strong Password Checker,Greedy,Hard,Java,0,40.5,1,Yes,100.0%,67.87%,13.6%,420,
1,2023-06-26,16.36,GPT4,"1363. Largest Multiple of Three",Greedy,Hard,Java,34,44.2,1,Yes,18.75%,40.63%,33.1%,1363,
,,,,,,,,,,,,,,,,
1,2023-06-20,09.53,GPT4,225. Implement Stack using Queues,Stack,Easy,Java,0,40.3,1,Yes,100.0%,76.65%,59.2%,225,
1,2023-06-20,09.56,GPT4,496. Next Greater Element I,Stack,Easy,Java,4,43.8,1,Yes,76.36%,19.0%,71.4%,496,
1,2023-06-20,09.59,GPT4,682. Baseball Game,Stack,Easy,Java,3,41.1,1,Yes,83.31%,43.73%,74.6%,682,
1,2023-06-27,12.35,GPT4,20. Valid Parentheses,Stack,Easy,Java,2,40.5,1,Yes,91.73%,78.14%,40.3%,20,
1,2023-06-20,10.02,GPT4,155. Min Stack,Stack,Medium,Java,6,47.1,1,Yes,59.75%,51.61%,52.6%,155,
1,2023-06-20,10.05,GPT4,71. Simplify Path,Stack,Medium,Java,4,43.7,1,Yes,91.19%,31.19%,40.7%,71,
1,2023-06-20,10.11,GPT4,739. Daily Temperatures,Stack,Medium,Java,189,57.8,1,Yes,27.80%,25.66%,66.2%,739,
1,2023-06-27,12.41,GPT4,385. Mini Parser,Stack,Medium,Java,8,44.2,1,Yes,47.80%,74.84%,37.1%,385,
1,2023-06-20,10.22,GPT4,736. Parse Lisp Expression,Stack,Hard,Java,-,-,1,No,-,-,51.6%,736,
1,2023-06-20,10.24,GPT4,736. Parse Lisp Expression,Stack,Hard,Java,-,-,2,No,-,-,51.6%,736,
1,2023-06-20,12.41,GPT4,736. Parse Lisp Expression,Stack,Hard,Java,-,-,3,No,-,-,51.6%,736,
1,2023-06-20,12.45,GPT4,591. Tag Validator,Stack,Hard,Java,2,40.9,1,Yes,77.14%,51.43%,37.3%,591,
1,2023-06-20,12.50,GPT4,726. Number of Atoms,Stack,Hard,Java,3,40.9,1,Yes,96.79%,69.23%,52.4%,726,
1,2023-06-27,12.45,GPT4,895. Maximum Frequency Stack,Stack,Hard,Java,41,56.3,1,Yes,71.76%,7.79%,66.6%,895,
,,,,,,,,,,,,,,,,
1,2023-06-20,12.52,GPT4,232. Implement Queue using Stacks,Queue,Easy,Java,0,40.3,1,Yes,100.0%,79.51%,63.5%,232,
1,2023-06-20,12.54,GPT4,387. First Unique Character in a String,Queue,Easy,Java,35,44.4,1,Yes,56.32%,21.68%,59.8%,387,
1,2023-06-20,12.58,GPT4,933. Number of Recent Calls,Queue,Easy,Java,28,50.0,1,Yes,29.78%,76.7%,73.3%,933,
1,2023-06-27,12.47,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,Java,-,-,1,No,-,-,62.4%,2073,
1,2023-06-27,12.52,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,Java,-,-,2,No,-,-,62.4%,2073,
1,2023-06-27,12.56,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,Java,115,43.0,3,Yes,5.11%,19.25%,62.4%,2073,
1,2023-06-20,13.02,GPT4,341. Flatten Nested List Iterator,Queue,Medium,Java,5,45.0,1,Yes,27.29%,22.59%,61.9%,341,
1,2023-06-20,13.06,GPT4,649. Dota2 Senate,Queue,Medium,Java,13,44.1,1,Yes,42.33%,5.86%,47.9%,649,
1,2023-06-20,13.09,GPT4,918. Maximum Sum Circular Subarray,Queue,Medium,Java,6,49.2,1,Yes,52.19%,54.68%,43.2%,918,
1,2023-06-27,12.59,GPT4,1696. Jump Game VI,Queue,Medium,Java,34,56.0,1,Yes,42.81%,83.66%,45.9%,1696,
1,2023-06-20,13.11,GPT4,862. Shortest Subarray with Sum at Least K,Queue,Hard,Java,-,-,1,No,-,-,26.0%,862,
1,2023-06-20,13.14,GPT4,862. Shortest Subarray with Sum at Least K,Queue,Hard,Java,35,56.8,2,Yes,85.97%,21.53%,26.0%,862,
1,2023-06-20,13.17,GPT4,1425. Constrained Subsequence Sum,Queue,Hard,Java,-,-,1,No,-,-,47.7%,1425,
1,2023-06-20,13.38,GPT4,1425. Constrained Subsequence Sum,Queue,Hard,Java,45,57.0,2,Yes,68.25%,51.59%,47.7%,1425,
1,2023-06-20,13.42,GPT4,936. Stamping The Sequence,Queue,Hard,Java,8,43.9,1,Yes,33.65%,50.96%,62.8%,936,
1,2023-06-27,13.05,GPT4,Max Value of Equation,Queue,Hard,Java,21,105.4,1,Yes,60.99%,22.42%,45.3%,1499,
,,,,,,,,,,,,,,,,
2,2023-06-20,13.54,GPT4,1. Two Sum,Array,Easy,Java,1,44.2,1,Yes,99.41%,7.54%,50.1%,1,
2,2023-06-20,13.58,GPT4,26. Remove Duplicates from Sorted Array,Array,Easy,Java,1,43.9,1,Yes,99.57%,74.59%,52.1%,26,
2,2023-06-20,14.01,GPT4,88. Merge Sorted Array,Array,Easy,Java,0,41.4,1,Yes,100.0%,75.40%,47.1%,88,
2,2023-06-26,09.31,GPT4,"705. Design HashSet",Array,Easy,Java,15,50.8,1,Yes,97.60%,52.2%,67.3%,705,
2,2023-06-20,14.04,GPT4,34. Find First and Last Position of Element in Sorted Array,Array,Medium,Java,0,44.6,1,Yes,100.0%,79.50%,42.1%,34,
2,2023-06-20,14.08,GPT4,128. Longest Consecutive Sequence,Array,Medium,Java,33,56.5,1,Yes,69.77%,78.37%,48.1%,128,
2,2023-06-20,14.11,GPT4,204. Count Primes,Array,Medium,Java,130,47.8,1,Yes,62.24%,51.23%,33.2%,204,
2,2023-06-26,09.42,GPT4,18. 4Sum,Array,Medium,Java,-,-,1,No,-,-,35.8%,18,
2,2023-06-26,09.48,GPT4,18. 4Sum,Array,Medium,Java,21,43.7,2,Yes,73.79%,64.4%,35.8%,18,
2,2023-06-20,14.14,GPT4,4. Median of Two Sorted Arrays,Array,Hard,Java,2,44.5,1,Yes,100.0%,48.26%,36.7%,4,
2,2023-06-20,15.59,GPT4,140. Word Break II,Array,Hard,Java,5,41.2,1,Yes,22.39%,35.86%,45.6%,140,
2,2023-06-20,16.03,GPT4,336. Palindrome Pairs,Array,Hard,Java,1864,55.1,1,Yes,37.72%,70.57%,35.0%,336,
2,2023-06-26,09.59,GPT4,927. Three Equal Parts,Array,Hard,Java,2,48.6,1,Yes,78.85%,48.8%,39.6%,927,
,,,,,,,,,,,,,,,,
2,2023-06-20,16.09,GPT4,28. Find the Index of the First Occurrence in a String,String,Easy,Java,0,40.9,1,Yes,100.0%,26.3%,39.6%,28,
2,2023-06-20,16.14,GPT4,58. Length of Last Word,String,Easy,Java,0,40.7,1,Yes,100.0%,89.89%,44.1%,58,
2,2023-06-20,16.17,GPT4,125. Valid Palindrome,String,Easy,Java,3,41.6,1,Yes,97.93%,99.71%,44.8%,125,
2,2023-06-26,10.12,GPT4,657. Robot Return to Origin,String,Easy,Java,5,43.4,1,Yes,96.22%,59.15%,75.4%,657,
2,2023-06-20,16.21,GPT4,3. Longest Substring Without Repeating Characters,String,Medium,Java,8,43.7,1,Yes,54.46%,45.24%,33.8%,3,
2,2023-06-20,16.25,GPT4,151. Reverse Words in a String,String,Medium,Java,8,42.1,1,Yes,62.28%,97.27%,33.9%,151,
2,2023-06-20,16.29,GPT4,43. Multiply Strings,String,Medium,Java,4,41.5,1,Yes,89.91%,83.47%,39.3%,43,
2,2023-06-26,10.20,GPT4,"721. Accounts Merge",String,Medium,Java,40,46.6,1,Yes,45.9%,84.69%,56.4%,721,
2,2023-06-20,16.33,GPT4,301. Remove Invalid Parentheses,String,Hard,Java,170,41.6,1,Yes,23.95%,80.27%,47.2%,301,
2,2023-06-20,16.36,GPT4,10. Regular Expression Matching,String,Hard,Java,3,41.1,1,Yes,66.98%,85.72%,28.0%,10,
2,2023-06-20,16.40,GPT4,214. Shortest Palindrome,String,Hard,Java,8,44.1,1,Yes,36.6%,10.45%,32.4%,214,
2,2023-06-26,10.30,GPT4,"691. Stickers to Spell Word",String,Hard,Java,19,43.8,1,Yes,77.47%,63.19%,46.3%,691,
,,,,,,,,,,,,,,,,
2,2023-06-20,16.43,GPT4,217. Contains Duplicate,Sorting,Easy,Java,13,54.9,1,Yes,53.16%,90.22%,61.3%,217,
2,2023-06-20,16.46,GPT4,169. Majority Element,Sorting,Easy,Java,2,49.2,1,Yes,66.52%,5.80%,63.9%,169,
2,2023-06-20,16.49,GPT4,389. Find the Difference,Sorting,Easy,Java,1,40.8,1,Yes,99.97%,77.95%,59.6%,389,
2,2023-06-26,12.44,GPT4,Intersection of Two Arrays,Sorting,Easy,Java,2,43.6,1,Yes,95.53%,32.83%,71.2%,349,
2,2023-06-20,16.52,GPT4,75. Sort Colors,Sorting,Medium,Java,0,41.1,1,Yes,100.0%,56.91%,59.2%,75,
2,2023-06-20,16.55,GPT4,179. Largest Number,Sorting,Medium,Java,6,43.5,1,Yes,48.26%,17.88%,34.8%,179,
2,2023-06-20,16.58,GPT4,611. Valid Triangle Number,Sorting,Medium,Java,31,43.1,1,Yes,63.73%,34.27%,50.6%,611,
2,2023-06-26,12.48,GPT4,Merge Intervals,Sorting,Medium,Java,8,45.5,1,Yes,97.34%,87.42%,46.3%,56,
2,2023-06-20,17.02,GPT4,164. Maximum Gap,Sorting,Hard,Java,12,57.8,1,Yes,88.31%,45.72%,43.7%,164,
2,2023-06-20,17.05,GPT4,899. Orderly Queue,Sorting,Hard,Java,3,43.8,1,Yes,89.80%,13.61%,66.1%,899,
2,2023-06-20,17.08,GPT4,220. Contains Duplicate III,Sorting,Hard,Java,64,56.0,1,Yes,46.18%,36.9%,22.2%,220,
2,2023-06-26,12.51,GPT4,Find K-th Smallest Pair Distance,Sorting,Hard,Java,7,43.8,1,Yes,78.72%,52.77%,36.9%,719,
,,,,,,,,,,,,,,,,
2,2023-06-20,17.11,GPT4,9. Palindrome Number,Math,Easy,Java,9,42.8,1,Yes,99.41%,45.9%,53.9%,9,
2,2023-06-20,19.20,GPT4,66. Plus One,Math,Easy,Java,0,40.6,1,Yes,100.0%,97.92%,43.8%,66,
2,2023-06-20,19.25,GPT4,69. Sqrt(x),Math,Easy,Java,1,39.5,1,Yes,100.0%,92.71%,37.6%,69,
2,2023-06-26,13.03,GPT4,67. Add Binary,Math,Easy,Java,1,41.3,1,Yes,100.0%,82.93%,52.5%,67,
2,2023-06-20,19.27,GPT4,7. Reverse Integer,Math,Medium,Java,1,39.4,1,Yes,100.0%,97.6%,27.6%,7,
2,2023-06-20,19.30,GPT4,189. Rotate Array,Math,Medium,Java,2,56.1,1,Yes,17.77%,66.44%,39.6%,189,
2,2023-06-20,19.33,GPT4,792. Number of Matching Subsequences,Math,Medium,Java,-,-,1,No,-,-,51.5%,792,
2,2023-06-20,19.36,GPT4,792. Number of Matching Subsequences,Math,Medium,Java,216,51.0,2,Yes,22.74%,20.33%,51.5%,792,
2,2023-06-20,19.38,GPT4,792. Number of Matching Subsequences,Math,Medium,Java,86,46.1,3,Yes,65.9%,52.8%,51.5%,792,
2,2023-06-26,13.07,GPT4,241. Different Ways to Add Parentheses,Math,Medium,Java,1,40.9,1,Yes,100.0%,96.49%,64.2%,241,
2,2023-06-20,19.40,GPT4,"60. Permutation Sequence",Math,Hard,Java,1,40.0,1,Yes,99.22%,77.30%,44.8%,60,
2,2023-06-20,19.42,GPT4,224. Basic Calculator,Math,Hard,Java,8,43.9,1,Yes,83.60%,54.94%,42.5%,224,
2,2023-06-20,19.45,GPT4,273. Integer to English Words,Math,Hard,Java,12,41.7,1,Yes,28.68%,53.91%,30.1%,273,
2,2023-06-26,13.12,GPT4,233. Number of Digit One,Math,Hard,Java,-,-,1,No,-,-,34.0%,233,
2,2023-06-26,13.15,GPT4,233. Number of Digit One,Math,Hard,Java,0,39.6,2,Yes,100.0%,37.27%,34.0%,233,
,,,,,,,,,,,,,,,,
2,2023-06-20,19.51,GPT4,202. Happy Number,Hash Table,Easy,Java,1,39.2,1,Yes,88.54%,97.36%,55.0%,202,
2,2023-06-20,19.54,GPT4,"205. Isomorphic Strings",Hash Table,Easy,Java,5,41.6,1,Yes,96.4%,86.31%,43.1%,205,
2,2023-06-20,19.58,GPT4,"242. Valid Anagram",Hash Table,Easy,Java,5,42.0,1,Yes,61.16%,94.72%,63.1%,242,
